store_id,visit_datetime,reserve_visitors,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
air_2a3743e37aab04b4,2016-01-05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
air_6b9fa44a9cf504a1,2016-01-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
air_6d65542aa43b598b,2016-01-06,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
air_6b15edd1b4fbb96a,2016-01-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
air_614e2f7e76dff854,2016-01-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
air_3cad29d1a23209d2,2016-01-06,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
air_2d3afcb91762fe01,2016-01-06,32,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,11,0,0,0
air_670a0c1c4108bcea,2016-01-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
air_f911308e19d64236,2016-01-06,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0
air_3c05c8f26c611eb9,2016-01-06,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
air_96743eee94114261,2016-01-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
air_290e7a57b390f78e,2016-01-06,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
air_db80363d35f10926,2016-01-06,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
air_2aab19554f91ff82,2016-01-06,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
air_db4b38ebe7a7ceff,2016-01-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
air_142e78ba7001da9c,2016-01-06,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
air_789466e488705c93,2016-01-06,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
air_e55abd740f93ecc4,2016-01-06,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0
air_632ba66e1f75aa28,2016-01-06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
air_de692863bb2dd758,2016-01-06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2
air_8093d0b565e9dbdf,2016-01-06,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,2,0,2,0
air_3bb99a1fe0583897,2016-01-06,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
air_96743eee94114261,2016-01-07,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
air_4cca5666eaf5c709,2016-01-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
air_e55abd740f93ecc4,2016-01-07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
air_2a3743e37aab04b4,2016-01-07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
air_622375b4815cf5cb,2016-01-07,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
air_b9e27558fb8bd5c4,2016-01-07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
air_142e78ba7001da9c,2016-01-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
air_1653a6c513865af3,2016-01-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
air_03963426c9312048,2016-01-07,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
air_2cee51fa6fdf6c0d,2016-01-07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
air_e270aff84ac7e4c8,2016-01-07,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0
air_a083834e7ffe187e,2016-01-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
air_f911308e19d64236,2016-01-07,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
air_8093d0b565e9dbdf,2016-01-07,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0
air_7831b00996701c0f,2016-01-07,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,23,0,0,0,0
air_de692863bb2dd758,2016-01-07,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0
air_3c05c8f26c611eb9,2016-01-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
air_9d93d95720f2e831,2016-01-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
air_24b9b2a020826ede,2016-01-07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
air_2d3afcb91762fe01,2016-01-07,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
air_6b9fa44a9cf504a1,2016-01-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
air_614e2f7e76dff854,2016-01-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
air_326ca454ef3558bc,2016-01-07,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
air_54ed43163b7596c4,2016-01-07,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
air_96743eee94114261,2016-01-08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
air_5e70fe82f9e4fab6,2016-01-08,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
air_6c91a28278a16f64,2016-01-08,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
air_32460819c7600037,2016-01-08,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
air_622375b4815cf5cb,2016-01-08,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0
air_b9e27558fb8bd5c4,2016-01-08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
air_7831b00996701c0f,2016-01-08,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
air_db80363d35f10926,2016-01-08,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0
air_24b9b2a020826ede,2016-01-08,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
air_f96765e800907c77,2016-01-08,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
air_e55abd740f93ecc4,2016-01-08,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,0,0,0
air_c73d319ffabf287a,2016-01-08,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0
air_789466e488705c93,2016-01-08,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
air_8093d0b565e9dbdf,2016-01-08,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,0,0,0
air_de692863bb2dd758,2016-01-08,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,5,3,2
air_3cad29d1a23209d2,2016-01-08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
air_c8a657c8c5c93d69,2016-01-08,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
air_2cee51fa6fdf6c0d,2016-01-08,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
air_2d3afcb91762fe01,2016-01-08,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
air_6b9fa44a9cf504a1,2016-01-08,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0
air_54ed43163b7596c4,2016-01-08,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,2,0,0,0,0
air_6b15edd1b4fbb96a,2016-01-08,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
air_346ade7d29230634,2016-01-08,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0
air_877f79706adbfb06,2016-01-08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
air_c2c8435bdb3516d4,2016-01-08,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
air_68c1de82037d87e6,2016-01-08,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0
air_6d65542aa43b598b,2016-01-08,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0
air_fe22ef5a9cbef123,2016-01-08,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
air_03963426c9312048,2016-01-08,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,48,0,0,0,0,0,0
air_670a0c1c4108bcea,2016-01-08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
air_ee3a01f0c71a769f,2016-01-08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
air_a083834e7ffe187e,2016-01-08,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,2,0
air_3bb99a1fe0583897,2016-01-08,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,4
air_290e7a57b390f78e,2016-01-08,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0
air_a563896da3777078,2016-01-08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
air_142e78ba7001da9c,2016-01-08,6,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
air_2b8b29ddfd35018e,2016-01-08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
air_632ba66e1f75aa28,2016-01-08,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0
air_877f79706adbfb06,2016-01-09,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0
air_fe22ef5a9cbef123,2016-01-09,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0
air_3cad29d1a23209d2,2016-01-09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
air_2cee51fa6fdf6c0d,2016-01-09,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,5,0,4,0,0,0
air_670a0c1c4108bcea,2016-01-09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
air_8093d0b565e9dbdf,2016-01-09,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0
air_de692863bb2dd758,2016-01-09,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,4,0,0,0
air_c8a657c8c5c93d69,2016-01-09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
air_6d65542aa43b598b,2016-01-09,17,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0
air_ee3a01f0c71a769f,2016-01-09,25,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,6,1,4,2,0,0,0,0
air_2d3afcb91762fe01,2016-01-09,19,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,8,4,0,0,0,0
air_81c5dff692063446,2016-01-09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
air_0e1eae99b8723bc1,2016-01-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_54ed43163b7596c4,2016-01-09,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
air_9d452a881f7f2bb7,2016-01-09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
air_346ade7d29230634,2016-01-09,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
air_e55abd740f93ecc4,2016-01-09,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,4,0,0
air_2b8b29ddfd35018e,2016-01-09,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0
air_6b15edd1b4fbb96a,2016-01-09,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
air_142e78ba7001da9c,2016-01-09,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
air_f068442ebb6c246c,2016-01-09,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
air_326ca454ef3558bc,2016-01-09,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0
air_f96765e800907c77,2016-01-09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
air_614e2f7e76dff854,2016-01-09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
air_68c1de82037d87e6,2016-01-09,33,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,0,0,0,10,0,0,0,0,0
air_db80363d35f10926,2016-01-09,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
air_6c91a28278a16f64,2016-01-09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
air_b9e27558fb8bd5c4,2016-01-09,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0
air_3c05c8f26c611eb9,2016-01-09,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
air_3bb99a1fe0583897,2016-01-09,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
air_a083834e7ffe187e,2016-01-09,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
air_7831b00996701c0f,2016-01-09,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,2
air_03963426c9312048,2016-01-09,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,2
air_f690c42545146e0a,2016-01-09,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,32,0,0,0,0,0
air_1653a6c513865af3,2016-01-09,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
air_96743eee94114261,2016-01-09,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
air_db4b38ebe7a7ceff,2016-01-09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
air_3c05c8f26c611eb9,2016-01-10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
air_2cee51fa6fdf6c0d,2016-01-10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0
air_e270aff84ac7e4c8,2016-01-10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
air_3bb99a1fe0583897,2016-01-10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
air_670a0c1c4108bcea,2016-01-10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
air_db80363d35f10926,2016-01-10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
air_789466e488705c93,2016-01-10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
air_6c91a28278a16f64,2016-01-10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
air_7831b00996701c0f,2016-01-10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,3,0,0,0
air_614e2f7e76dff854,2016-01-10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
air_de692863bb2dd758,2016-01-10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,12,0
air_6b15edd1b4fbb96a,2016-01-10,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
air_f911308e19d64236,2016-01-10,20,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,3,0,0,0
air_db4b38ebe7a7ceff,2016-01-10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
air_a083834e7ffe187e,2016-01-10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
air_9d452a881f7f2bb7,2016-01-10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
air_24b9b2a020826ede,2016-01-10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
air_326ca454ef3558bc,2016-01-10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2
air_8093d0b565e9dbdf,2016-01-10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,0,0,0
air_ee3a01f0c71a769f,2016-01-10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0
air_6d65542aa43b598b,2016-01-10,9,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,2,0,0,0,0,0
air_3cad29d1a23209d2,2016-01-10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
air_03963426c9312048,2016-01-10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
air_96743eee94114261,2016-01-10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
air_e55abd740f93ecc4,2016-01-10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,6,2,0,0,0
air_622375b4815cf5cb,2016-01-10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0
air_f911308e19d64236,2016-01-11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0
